pixel_no,pixel_x,pixel_y,latitude,longitude,C12_real_mean,C12_real_sigma
584,493,87,12.2550755872132,76.2155219816994,14.507411,368.11963
585,493,88,12.254951242926,76.215496795193,-20.474075,698.57196
586,493,89,12.2548268986388,76.2154716086866,-277.8185,934.5077
587,493,90,12.2547025543517,76.2154464221802,-576.57776,953.8181
588,493,91,12.2545782100645,76.2154212356737,-806.2426,678.11395
589,493,92,12.2544538657773,76.2153960491673,-522.0926,1012.9933
590,493,93,12.2543295214901,76.2153708626608,-53.11667,1207.5266
591,493,94,12.2542051772029,76.2153456761544,488.28336,1252.9376
592,493,95,12.2540808329157,76.215320489648,842.5093,977.4798
593,493,96,12.2539564886285,76.2152953031415,485.1815,1055.3258
594,493,97,12.2538321443413,76.2152701166351,560.5574,1030.942
595,493,98,12.2537078000541,76.2152449301286,355.6889,1019.9254
596,493,99,12.2535834557669,76.2152197436222,555.07776,868.7859
597,493,100,12.2534591114797,76.2151945571158,272.01297,755.0224
598,493,101,12.2533347671925,76.2151693706093,75.78148,623.5242
599,493,102,12.2532104229053,76.2151441841028,-309.1889,886.3266
600,493,103,12.2530860786182,76.2151189975964,-677.02594,872.35156
601,493,104,12.252961734331,76.2150938110899,-872.0852,1016.91693
602,493,105,12.2528373900438,76.2150686245835,-572.9426,1263.6375
603,493,106,12.2527130457566,76.215043438077,-510.9389,1134.036
604,493,107,12.2525887014694,76.2150182515705,-497.5315,941.92816
605,493,108,12.2524643571822,76.2149930650641,-687.6648,497.38065
606,493,109,12.252340012895,76.2149678785576,-796.1685,765.3656
607,493,110,12.2522156686078,76.2149426920512,-638.2,784.17084
608,493,111,12.2520913243206,76.2149175055447,-692.19446,862.49426
609,493,112,12.2519669800334,76.2148923190382,-699.5093,890.33984
610,493,113,12.2518426357462,76.2148671325317,-792.3759,922.66925
611,493,114,12.251718291459,76.2148419460253,-905.11664,815.55566
612,493,115,12.2515939471719,76.2148167595188,-884.85925,889.0799
613,493,116,12.2514696028847,76.2147915730123,-955.4111,792.13434
614,493,117,12.2513452585975,76.2147663865058,-924.187,829.474
615,493,118,12.2512209143103,76.2147411999994,-1175.0166,750.54285
616,493,119,12.2510965700231,76.2147160134929,-1200.4055,705.2083
617,493,120,12.2509722257359,76.2146908269864,-961.8296,818.2837
618,493,121,12.2508478814487,76.2146656404799,-608.56665,386.0008
619,493,122,12.2507235371615,76.2146404539734,-291.3278,509.34818
620,493,123,12.2505991928743,76.2146152674669,7.874071,675.1281
621,493,124,12.2504748485871,76.2145900809604,194.96666,458.63892
622,493,125,12.2503505042999,76.2145648944539,114.25926,450.3662
623,493,126,12.2502261600127,76.2145397079474,-170.14073,236.77036
624,493,127,12.2501018157255,76.2145145214409,-116.84259,254.12271
625,493,128,12.2499774714384,76.2144893349344,-2.8333333,376.7629
626,493,129,12.2498531271512,76.2144641484279,123.1443,366.78204
627,493,130,12.249728782864,76.2144389619214,172.52267,295.8509
628,493,131,12.2496044385768,76.2144137754149,158.41711,297.6021
629,493,132,12.2494800942896,76.2143885889084,109.902435,322.28552
630,493,133,12.2493557500024,76.2143634024019,-38.798145,497.2949
631,493,134,12.2492314057152,76.2143382158954,-412.3426,572.1676
632,493,135,12.249107061428,76.2143130293889,-712.1852,535.9508
633,493,136,12.2489827171408,76.2142878428824,-473.92776,805.0736
634,493,137,12.2488583728536,76.2142626563759,-15.503693,801.9597
635,493,138,12.2487340285664,76.2142374698694,530.7963,439.97708
636,493,139,12.2486096842792,76.2142122833629,481.15186,308.86298
637,493,140,12.2484853399921,76.2141870968563,361.60187,516.0984
638,493,141,12.2483609957049,76.2141619103498,-151.01112,660.7102
639,493,142,12.2482366514177,76.2141367238433,-682.33093,769.13226
640,493,143,12.2481123071305,76.2141115373368,-833.1976,492.4727
641,493,144,12.2479879628433,76.2140863508303,-755.5642,480.5978
642,493,145,12.2478636185561,76.2140611643237,-380.92593,274.17496
643,493,146,12.2477392742689,76.2140359778172,-259.3037,356.9509
644,493,147,12.2476149299817,76.2140107913107,7.1944427,278.0488
645,493,148,12.2474905856945,76.2139856048042,153.44444,211.45103
646,493,149,12.2473662414073,76.2139604182976,210.29259,351.14035
647,493,150,12.2472418971201,76.2139352317911,166.14075,686.86316
648,493,151,12.2471175528329,76.2139100452846,259.62222,905.23047
649,493,152,12.2469932085457,76.213884858778,515.4778,1103.5096
650,493,153,12.2468688642586,76.2138596722715,474.9685,1024.1836
651,493,154,12.2467445199714,76.213834485765,416.69446,882.6993
652,493,155,12.2466201756842,76.2138092992584,170.87593,482.97662
653,493,156,12.246495831397,76.2137841127519,46.381477,698.0065
654,493,157,12.2463714871098,76.2137589262454,-567.3852,969.38416
655,493,158,12.2462471428226,76.2137337397388,-1075.3204,935.18225
656,493,159,12.2461227985354,76.2137085532323,-1137.287,761.017
657,493,160,12.2459984542482,76.2136833667257,-636.69446,848.3117
658,493,161,12.245874109961,76.2136581802192,35.744446,804.7094
659,493,162,12.2457497656738,76.2136329937127,228.84814,757.59045
660,493,163,12.2456254213866,76.2136078072061,272.25,737.02545
661,493,164,12.2455010770994,76.2135826206996,87.299995,529.46387
662,493,165,12.2453767328122,76.213557434193,29.698147,592.7941
663,493,166,12.2452523885251,76.2135322476864,-147.3352,1056.0934
664,493,167,12.2451280442379,76.2135070611799,29.83888,1497.4406
665,493,168,12.2450036999507,76.2134818746733,186.81296,1422.5897
666,493,169,12.2448793556635,76.2134566881668,72.79446,1201.9369
667,493,170,12.2447550113763,76.2134315016602,-344.35187,700.0241
668,493,171,12.2446306670891,76.2134063151537,-482.3426,536.0881
669,493,172,12.2445063228019,76.2133811286471,-458.6463,526.1547
670,493,173,12.2443819785147,76.2133559421406,-243.46852,561.3994
671,493,174,12.2442576342275,76.213330755634,-282.96112,854.3497
672,493,175,12.2441332899403,76.2133055691274,171.90186,883.0052
673,493,176,12.2440089456531,76.2132803826209,515.44073,894.6139
674,493,177,12.2438846013659,76.2132551961143,955.32776,351.06125
675,493,178,12.2437602570788,76.2132300096077,1004.6148,324.58066
676,493,179,12.2436359127916,76.2132048231012,1036.3982,336.95587
677,493,180,12.2435115685044,76.2131796365946,838.7889,418.75873
678,493,181,12.2433872242172,76.213154450088,565.0408,644.8567
679,493,182,12.24326287993,76.2131292635815,250.38518,425.5958
680,493,183,12.2431385356428,76.2131040770749,174.93518,316.8747
681,493,184,12.2430141913556,76.2130788905683,268.0111,75.602776
682,493,185,12.2428898470684,76.2130537040617,358.05,154.29768
683,493,186,12.2427655027812,76.2130285175552,374.08517,143.01219
684,493,187,12.242641158494,76.2130033310486,543.42224,237.1005
685,493,188,12.2425168142068,76.212978144542,648.7611,381.41074
686,493,189,12.2423924699196,76.2129529580355,817.4574,305.80136
687,493,190,12.2422681256324,76.2129277715289,612.03705,488.79477
688,493,191,12.2421437813453,76.2129025850223,255.49074,535.12146
689,493,192,12.2420194370581,76.2128773985157,214.54816,483.26367
690,493,193,12.2418950927709,76.2128522120091,273.1926,489.77524
691,493,194,12.2417707484837,76.2128270255025,699.8778,641.603
692,493,195,12.2416464041965,76.212801838996,663.8222,678.22906
693,493,196,12.2415220599093,76.2127766524894,479.6778,784.771
694,493,197,12.2413977156221,76.2127514659828,-0.20000331,547.7559
695,493,198,12.2412733713349,76.2127262794762,-388.01666,445.7221
696,493,199,12.2411490270477,76.2127010929696,-348.8333,783.73254
697,493,200,12.2410246827605,76.212675906463,-281.44998,810.7121
698,493,201,12.2409003384733,76.2126507199565,-360.78146,874.3715
699,493,202,12.2407759941861,76.2126255334499,-471.28333,712.3364
700,493,203,12.2406516498989,76.2126003469433,-277.66852,963.6168
701,493,204,12.2405273056118,76.2125751604367,152.29445,883.98566
702,493,205,12.2404029613246,76.2125499739301,407.4537,858.5552
703,493,206,12.2402786170374,76.2125247874235,759.65924,969.5245
704,493,207,12.2401542727502,76.2124996009169,1146.2722,1092.5352
705,493,208,12.240029928463,76.2124744144103,1649.6482,852.7214
706,493,209,12.2399055841758,76.2124492279037,1702.3389,1112.968
707,493,210,12.2397812398886,76.2124240413971,950.2352,1551.4591
708,493,211,12.2396568956014,76.2123988548905,-66.14814,1594.089
709,493,212,12.2395325513142,76.2123736683839,-652.9481,638.14734
710,493,213,12.239408207027,76.2123484818773,-653.22595,646.8292
711,493,214,12.2392838627398,76.2123232953707,-487.59445,620.6551
712,493,215,12.2391595184526,76.2122981088641,-610.5426,793.4582
713,493,216,12.2390351741655,76.2122729223575,-613.9074,828.6642
714,493,217,12.2389108298783,76.2122477358509,-767.19446,934.78265
715,493,218,12.2387864855911,76.2122225493443,-886.0204,747.3418
716,493,219,12.2386621413039,76.2121973628377,-1333.0111,876.48566
717,493,220,12.2385377970167,76.2121721763311,-1925.9629,1102.9657
718,493,221,12.2384134527295,76.2121469898245,-2175.5833,884.2205
719,493,222,12.2382891084423,76.2121218033179,-1936.7222,1198.999
720,493,223,12.2381647641551,76.2120966168113,-1340.263,991.8163
721,493,224,12.2380404198679,76.2120714303047,-944.9889,992.7293
722,493,225,12.2379160755807,76.2120462437981,-724.937,789.75604
723,493,226,12.2377917312935,76.2120210572915,-627.5611,580.32135
724,493,227,12.2376673870063,76.2119958707849,-656.89075,610.6241
725,493,228,12.2375430427191,76.2119706842783,-589.7611,421.68582
726,493,229,12.237418698432,76.2119454977717,-349.15372,377.49643
727,493,230,12.2372943541448,76.2119203112651,124.087036,768.00104
728,493,231,12.2371700098576,76.2118951247585,524.4722,696.7292
729,493,232,12.2370456655704,76.2118699382518,681.72595,543.6748
730,493,233,12.2369213212832,76.2118447517452,288.19443,552.6984
731,493,234,12.236796976996,76.2118195652386,516.2,889.1466
732,493,235,12.2366726327088,76.211794378732,675.35925,914.69086
733,493,236,12.2365482884216,76.2117691922254,1338.0889,813.17316
734,493,237,12.2364239441344,76.2117440057188,1724.8556,1095.5133
735,493,238,12.2362995998472,76.2117188192122,2473.4092,1525.1056
736,493,239,12.23617525556,76.2116936327056,2558.422,1379.1948
737,493,240,12.2360509112728,76.2116684461989,1489.3518,2046.5509
738,493,241,12.2359265669857,76.2116432596923,419.5037,1336.5471
739,493,242,12.2358022226985,76.2116180731857,-397.89258,695.439
740,493,243,12.2356778784113,76.2115928866791,-721.1574,974.6478
741,493,244,12.2355535341241,76.2115677001725,-931.1352,711.76587
742,493,245,12.2354291898369,76.2115425136659,-1083.0834,698.0013
743,493,246,12.2353048455497,76.2115173271592,-1215.5519,926.9372
744,493,247,12.2351805012625,76.2114921406526,-1524.1074,938.0731
745,493,248,12.2350561569753,76.211466954146,-1672.0352,844.9589
746,493,249,12.2349318126881,76.2114417676394,-1279.7407,741.3167
747,493,250,12.2348074684009,76.2114165811328,-580.80743,949.79895
748,493,251,12.2346831241137,76.2113913946261,118.32593,813.18164
749,493,252,12.2345587798265,76.2113662081195,700.75183,412.7687
750,493,253,12.2344344355393,76.2113410216129,723.2296,552.7795
751,493,254,12.2343100912522,76.2113158351063,508.57962,706.70435
752,493,255,12.234185746965,76.2112906485997,511.0778,736.7732
753,493,256,12.2340614026778,76.211265462093,369.5685,709.26587
754,493,257,12.2339370583906,76.2112402755864,-66.30555,1066.8717
755,493,258,12.2338127141034,76.2112150890798,-514.3648,794.94293
756,493,259,12.2336883698162,76.2111899025732,-413.73703,858.7247
757,493,260,12.233564025529,76.2111647160665,204.04445,832.8471
758,493,261,12.2334396812418,76.2111395295599,86.718506,1114.0315
759,493,262,12.2333153369546,76.2111143430533,-132.13704,1107.0575
760,493,263,12.2331909926674,76.2110891565467,-447.40555,954.8637
761,493,264,12.2330666483802,76.21106397004,-563.1778,776.94073
762,493,265,12.232942304093,76.2110387835334,-813.3815,1007.0395
763,493,266,12.2328179598058,76.2110135970268,-574.3815,1141.8173
764,493,267,12.2326936155187,76.2109884105202,-554.637,1242.5112
765,493,268,12.2325692712315,76.2109632240136,-169.8537,1064.5985
766,493,269,12.2324449269443,76.2109380375069,-125.33519,1159.974
767,493,270,12.2323205826571,76.2109128510003,318.82965,1231.1638
768,493,271,12.2321962383699,76.2108876644937,503.67593,1398.726
769,493,272,12.2320718940827,76.210862477987,395.5,1473.5901
770,493,273,12.2319475497955,76.2108372914804,227.31296,1184.5933
771,493,274,12.2318232055083,76.2108121049738,-109.57963,1008.46625
772,493,275,12.2316988612211,76.2107869184672,-23.272238,881.91254
773,493,276,12.2315745169339,76.2107617319605,261.97592,843.2728
774,493,277,12.2314501726467,76.2107365454539,744.6537,771.41614
775,493,278,12.2313258283595,76.2107113589473,853.65186,817.58
776,493,279,12.2312014840724,76.2106861724407,912.9167,799.3635
777,493,280,12.2310771397852,76.210660985934,562.1556,694.4804
778,493,281,12.230952795498,76.2106357994274,379.3185,508.70615
779,493,282,12.2308284512108,76.2106106129208,122.848145,349.02017
780,493,283,12.2307041069236,76.2105854264142,428.9148,611.3587
781,493,284,12.2305797626364,76.2105602399075,526.27405,535.8477
782,493,285,12.2304554183492,76.2105350534009,776.6426,604.87494
783,493,286,12.230331074062,76.2105098668943,722.32965,576.5595
784,493,287,12.2302067297748,76.2104846803877,391.89444,911.23
785,493,288,12.2300823854876,76.210459493881,43.54259,1013.81494
786,493,289,12.2299580412004,76.2104343073744,-48.127773,979.5922
787,493,290,12.2298336969132,76.2104091208678,581.42224,1063.8184
788,493,291,12.229709352626,76.2103839343611,653,852.33813
789,493,292,12.2295850083389,76.2103587478545,624.25183,775.9533
790,493,293,12.2294606640517,76.2103335613479,143.88889,571.29297
791,493,294,12.2293363197645,76.2103083748412,186.33148,598.8131
792,493,295,12.2292119754773,76.2102831883346,370.3389,909.2852
793,493,296,12.2290876311901,76.210258001828,138.78519,1255.7135
794,493,297,12.2289632869029,76.2102328153214,-458.15,1537.4382
795,493,298,12.2288389426157,76.2102076288147,-1154.6888,1333.3467
796,493,299,12.2287145983285,76.2101824423081,-1369.1722,1356.1952
797,493,300,12.2285902540413,76.2101572558015,-1475.6815,1404.6442
798,493,301,12.2284659097541,76.2101320692949,-1464.5038,1054.3094
799,493,302,12.2283415654669,76.2101068827882,-1411.95,731.772
800,493,303,12.2282172211797,76.2100816962816,-1187.4685,425.05704
801,493,304,12.2280928768925,76.210056509775,-1279.7333,581.64764
802,493,305,12.2279685326054,76.2100313232683,-1105.7389,733.7185
803,493,306,12.2278441883182,76.2100061367617,-747.6148,784.3239
804,493,307,12.227719844031,76.2099809502551,-467.2963,489.40628
805,493,308,12.2275954997438,76.2099557637485,-377.7704,221.72762
806,493,309,12.2274711554566,76.2099305772418,-161.63704,511.0895
807,493,310,12.2273468111694,76.2099053907352,235.19073,538.67395
808,493,311,12.2272224668822,76.2098802042286,677.17224,571.263
809,493,312,12.227098122595,76.209855017722,1116.8964,887.26587
810,493,313,12.2269737783078,76.2098298312153,1809.2148,1103.3093
811,493,314,12.2268494340206,76.2098046447087,2239.2795,845.1827
812,493,315,12.2267250897334,76.2097794582021,2010.1222,1052.2943
813,493,316,12.2266007454462,76.2097542716955,1731.0667,932.6714
814,493,317,12.2264764011591,76.2097290851888,1294.8481,904.263
815,493,318,12.2263520568719,76.2097038986822,1088.8334,1197.1211
816,493,319,12.2262277125847,76.2096787121756,402.23703,1493.9125
817,493,320,12.2261033682975,76.209653525669,53.403694,1462.5138
818,493,321,12.2259790240103,76.2096283391623,-397.15186,1363.6367
819,493,322,12.2258546797231,76.2096031526557,-140.22594,1089.9594
820,493,323,12.2257303354359,76.2095779661491,83.637024,1274.29
821,493,324,12.2256059911487,76.2095527796425,975.3741,1090.636
822,493,325,12.2254816468615,76.2095275931358,1002.0574,1120.7079
823,493,326,12.2253573025743,76.2095024066292,1318.0759,858.2933
824,493,327,12.2252329582871,76.2094772201226,1063.0796,729.5796
825,493,328,12.2251086139999,76.209452033616,768.56665,934.5524
826,493,329,12.2249842697127,76.2094268471094,103.55554,915.08966
827,493,330,12.2248599254256,76.2094016606028,-608.8259,785.26373
828,493,331,12.2247355811384,76.2093764740961,-899.2,699.50287
829,493,332,12.2246112368512,76.2093512875895,-1272.3611,661.85144
830,493,333,12.224486892564,76.2093261010829,-1527.3982,704.32355
831,493,334,12.2243625482768,76.2093009145763,-1952.9481,626.0214
832,493,335,12.2242382039896,76.2092757280696,-1803.85,701.7316
833,493,336,12.2241138597024,76.209250541563,-1125.3407,1153.8538
834,493,337,12.2239895154152,76.2092253550564,-337.4222,1368.6152
835,493,338,12.223865171128,76.2092001685498,-301.1648,1733.0588
836,493,339,12.2237408268408,76.2091749820432,-247.63518,1781.148
837,493,340,12.2236164825536,76.2091497955365,115.60557,1592.8878
838,493,341,12.2234921382664,76.2091246090299,754.137,716.16815
839,493,342,12.2233677939792,76.2090994225233,810.95557,548.195
840,493,343,12.2232434496921,76.2090742360167,619.3259,317.78073
841,493,344,12.2231191054049,76.2090490495101,758.78705,433.4932
842,493,345,12.2229947611177,76.2090238630035,864.4055,380.0696
843,493,346,12.2228704168305,76.2089986764969,888.4056,387.86417
844,493,347,12.2227460725433,76.2089734899903,241.65741,759.21234
845,493,348,12.2226217282561,76.2089483034836,-459.16666,889.09796
846,493,349,12.2224973839689,76.208923116977,-916.7889,335.85764
847,493,350,12.2223730396817,76.2088979304704,-1123.1371,314.04398
848,493,351,12.2222486953945,76.2088727439638,-1143.5685,875.73224
849,493,352,12.2221243511073,76.2088475574572,-991.3241,1222.7256
850,493,353,12.2220000068201,76.2088223709506,-576.0426,1301.778
851,493,354,12.2218756625329,76.208797184444,-26.977776,904.54535
852,493,355,12.2217513182458,76.2087719979374,440.64816,803.10376
853,493,356,12.2216269739586,76.2087468114308,745.97406,710.2044
854,493,357,12.2215026296714,76.2087216249242,843.9185,600.7095
855,493,358,12.2213782853842,76.2086964384175,863.4963,477.95853
856,493,359,12.221253941097,76.2086712519109,745.8759,389.529
857,493,360,12.2211295968098,76.2086460654043,1044.8019,505.3496
858,493,361,12.2210052525226,76.2086208788977,768.863,611.2715
859,493,362,12.2208810363,76.2085957136335,176.92963,1281.9858
860,493,363,12.2207568749909,76.2085705574778,-1430.9907,1685.0836
861,493,364,12.2206327136818,76.2085454013222,-2656.1555,1199.4752
862,493,365,12.2205085523727,76.2085202451665,-2884.7297,913.19366
863,493,366,12.2203843910636,76.2084950890109,-1565.4222,1806.4698
864,493,367,12.2202602297545,76.2084699328552,-103.061104,1552.1545
865,493,368,12.2201360684455,76.2084447766996,1100.3704,770.4622
866,493,369,12.2200119071364,76.2084196205439,1494.3445,760.40704
867,493,370,12.2198877458273,76.2083944643883,1568.726,713.35
868,493,371,12.2197635845182,76.2083693082326,623.3019,1512.5272
869,493,372,12.2196394232091,76.208344152077,-662.0611,1605.1398
870,493,373,12.2195152619,76.2083189959213,-1785.3593,801.0552
871,493,374,12.2193911005909,76.2082938397657,-2066.7202,897.0031
872,493,375,12.2192669392818,76.20826868361,-1948.3556,1212.7704
